BAR_1S_L2_SSPC	10.48322/25ff-2051	spase://NASA/NumericalData/BARREL/1S/SlowSpectra/L2/PT32S	yes	
BAR_1T_L2_EPHM	10.48322/qhdw-8857	spase://NASA/NumericalData/BARREL/1T/Ephemeris/L2/PT4S	yes	
BAR_1T_L2_FSPC	10.48322/dxv1-1175	spase://NASA/NumericalData/BARREL/1T/FastSpectra/L2/PT0.05S	yes	
BAR_1T_L2_HKPG	10.48322/mz5s-dx74	spase://NASA/NumericalData/BARREL/1T/Housekeeping/L2/PT40S	yes	
BAR_1T_L2_MAGN	10.48322/03qh-gb67	spase://NASA/NumericalData/BARREL/1T/Magnetometer/L2/PT0.25S	yes	
BAR_1T_L2_MSPC	10.48322/9tdc-za92	spase://NASA/NumericalData/BARREL/1T/MediumSpectra/L2/PT4S	yes	
BAR_1T_L2_RCNT	10.48322/x1fx-bj09	spase://NASA/NumericalData/BARREL/1T/RateCounter/L2/PT4S	yes	
BAR_1T_L2_SSPC	10.48322/4mqp-9x78	spase://NASA/NumericalData/BARREL/1T/SlowSpectra/L2/PT32S	yes	
BAR_1U_L2_EPHM	10.48322/5p7b-bk28	spase://NASA/NumericalData/BARREL/1U/Ephemeris/L2/PT4S	yes	
BAR_1U_L2_FSPC	10.48322/qvw8-sc52	spase://NASA/NumericalData/BARREL/1U/FastSpectra/L2/PT0.05S	yes	
BAR_1U_L2_HKPG	10.48322/vc63-yg58	spase://NASA/NumericalData/BARREL/1U/Housekeeping/L2/PT40S	yes	
BAR_1U_L2_MAGN	10.48322/90zk-0t28	spase://NASA/NumericalData/BARREL/1U/Magnetometer/L2/PT0.25S	yes	
BAR_1U_L2_MSPC	10.48322/317w-4n52	spase://NASA/NumericalData/BARREL/1U/MediumSpectra/L2/PT4S	yes	
BAR_1U_L2_RCNT	10.48322/mhwm-nd09	spase://NASA/NumericalData/BARREL/1U/RateCounter/L2/PT4S	yes	
BAR_1U_L2_SSPC	10.48322/2jk7-k570	spase://NASA/NumericalData/BARREL/1U/SlowSpectra/L2/PT32S	yes	
BAR_1V_L2_EPHM	10.48322/69e2-g517	spase://NASA/NumericalData/BARREL/1V/Ephemeris/L2/PT4S	yes	
BAR_1V_L2_FSPC	10.48322/ajdw-de45	spase://NASA/NumericalData/BARREL/1V/FastSpectra/L2/PT0.05S	yes	
BAR_1V_L2_HKPG	10.48322/fbx5-6364	spase://NASA/NumericalData/BARREL/1V/Housekeeping/L2/PT40S	yes	
BAR_1V_L2_MAGN	10.48322/vmhk-5j19	spase://NASA/NumericalData/BARREL/1V/Magnetometer/L2/PT0.25S	yes	
BAR_1V_L2_MSPC	10.48322/kfdn-jm13	spase://NASA/NumericalData/BARREL/1V/MediumSpectra/L2/PT4S	yes	
BAR_1V_L2_RCNT	10.48322/vyew-jx42	spase://NASA/NumericalData/BARREL/1V/RateCounter/L2/PT4S	yes	
BAR_1V_L2_SSPC	10.48322/hmhs-rj73	spase://NASA/NumericalData/BARREL/1V/SlowSpectra/L2/PT32S	yes	
BAR_2A_L2_EPHM	10.48322/k17v-zh58	spase://NASA/NumericalData/BARREL/2A/Ephemeris/L2/PT4S	yes	
BAR_2A_L2_FSPC	10.48322/m57x-a377	spase://NASA/NumericalData/BARREL/2A/FastSpectra/L2/PT0.05S	yes	
BAR_2A_L2_HKPG	10.48322/ks5e-x703	spase://NASA/NumericalData/BARREL/2A/Housekeeping/L2/PT40S	yes	
BAR_2A_L2_MAGN	10.48322/yk33-2j45	spase://NASA/NumericalData/BARREL/2A/Magnetometer/L2/PT0.25S	yes	
BAR_2A_L2_MSPC	10.48322/haak-6g59	spase://NASA/NumericalData/BARREL/2A/MediumSpectra/L2/PT4S	yes	
BAR_2A_L2_RCNT	10.48322/s6ye-gg42	spase://NASA/NumericalData/BARREL/2A/RateCounter/L2/PT4S	yes	
BAR_2A_L2_SSPC	10.48322/zrb7-eh51	spase://NASA/NumericalData/BARREL/2A/SlowSpectra/L2/PT32S	yes	
BAR_2B_L2_EPHM	10.48322/3cb8-6c41	spase://NASA/NumericalData/BARREL/2B/Ephemeris/L2/PT4S	yes	
BAR_2B_L2_FSPC	10.48322/2htf-ef08	spase://NASA/NumericalData/BARREL/2B/FastSpectra/L2/PT0.05S	yes	
BAR_2B_L2_HKPG	10.48322/srkd-2n33	spase://NASA/NumericalData/BARREL/2B/Housekeeping/L2/PT40S	yes	
BAR_2B_L2_MAGN	10.48322/4d0f-ke54	spase://NASA/NumericalData/BARREL/2B/Magnetometer/L2/PT0.25S	yes	
BAR_2B_L2_MSPC	10.48322/szae-fh60	spase://NASA/NumericalData/BARREL/2B/MediumSpectra/L2/PT4S	yes	
BAR_2B_L2_RCNT	10.48322/sdf6-qg21	spase://NASA/NumericalData/BARREL/2B/RateCounter/L2/PT4S	yes	
BAR_2B_L2_SSPC	10.48322/7rwb-b613	spase://NASA/NumericalData/BARREL/2B/SlowSpectra/L2/PT32S	yes	
BAR_2C_L2_EPHM	10.48322/vg72-ck78	spase://NASA/NumericalData/BARREL/2C/Ephemeris/L2/PT4S	yes	
BAR_2C_L2_FSPC	10.48322/33vt-pk86	spase://NASA/NumericalData/BARREL/2C/FastSpectra/L2/PT0.05S	yes	
BAR_2C_L2_HKPG	10.48322/w6a4-bh10	spase://NASA/NumericalData/BARREL/2C/Housekeeping/L2/PT40S	yes	
BAR_2C_L2_MAGN	10.48322/q5wa-bc13	spase://NASA/NumericalData/BARREL/2C/Magnetometer/L2/PT0.25S	yes	
BAR_2C_L2_MSPC	10.48322/zn2s-8628	spase://NASA/NumericalData/BARREL/2C/MediumSpectra/L2/PT4S	yes	
BAR_2C_L2_RCNT	10.48322/5c4n-sk89	spase://NASA/NumericalData/BARREL/2C/RateCounter/L2/PT4S	yes	
BAR_2C_L2_SSPC	10.48322/agfe-2f18	spase://NASA/NumericalData/BARREL/2C/SlowSpectra/L2/PT32S	yes	
BAR_2D_L2_EPHM	10.48322/pa71-ct06	spase://NASA/NumericalData/BARREL/2D/Ephemeris/L2/PT4S	yes	
BAR_2D_L2_FSPC	10.48322/c7sw-vd47	spase://NASA/NumericalData/BARREL/2D/FastSpectra/L2/PT0.05S	yes	
BAR_2D_L2_HKPG	10.48322/9rrg-s874	spase://NASA/NumericalData/BARREL/2D/Housekeeping/L2/PT40S	yes	
BAR_2D_L2_MAGN	10.48322/6q2f-2j62	spase://NASA/NumericalData/BARREL/2D/Magnetometer/L2/PT0.25S	yes	
BAR_2D_L2_MSPC	10.48322/26r4-w775	spase://NASA/NumericalData/BARREL/2D/MediumSpectra/L2/PT4S	yes	
BAR_2D_L2_RCNT	10.48322/j9px-y347	spase://NASA/NumericalData/BARREL/2D/RateCounter/L2/PT4S	yes	
BAR_2D_L2_SSPC	10.48322/qpk7-em74	spase://NASA/NumericalData/BARREL/2D/SlowSpectra/L2/PT32S	yes	
BAR_2E_L2_EPHM	10.48322/gs6h-hk87	spase://NASA/NumericalData/BARREL/2E/Ephemeris/L2/PT4S	yes	
BAR_2E_L2_FSPC	10.48322/hcw9-w939	spase://NASA/NumericalData/BARREL/2E/FastSpectra/L2/PT0.05S	yes	
BAR_2E_L2_HKPG	10.48322/fqj7-dv29	spase://NASA/NumericalData/BARREL/2E/Housekeeping/L2/PT40S	yes	
BAR_2E_L2_MAGN	10.48322/e3dc-ca32	spase://NASA/NumericalData/BARREL/2E/Magnetometer/L2/PT0.25S	yes	
BAR_2E_L2_MSPC	10.48322/j2ag-a553	spase://NASA/NumericalData/BARREL/2E/MediumSpectra/L2/PT4S	yes	
BAR_2E_L2_RCNT	10.48322/c0bc-ny12	spase://NASA/NumericalData/BARREL/2E/RateCounter/L2/PT4S	yes	
BAR_2E_L2_SSPC	10.48322/acm6-5w68	spase://NASA/NumericalData/BARREL/2E/SlowSpectra/L2/PT32S	yes	
